Id_Cliente,Programa_Puntos_Gasolina,Tarjeta_Black,Millas_Acumuladas,Facturacion_Tarjeta_Mes_Anterior_USD,Total_Transacciones,Facturacion_Internacional_USD,Total_Compras_Internacionales,Llamadas_a_su_Ejecutivo,Churn
2578,No,No,920,1052,37,0,5,2,Vigente
2579,No,No,1060,1049,42,100,4,0,Vigente
2580,No,No,1070,935,43,0,2,1,Vigente
2581,No,No,900,840,36,0,4,0,Vigente
2582,No,No,1040,834,42,108,5,4,Fugado
2583,No,No,900,1058,36,0,4,2,Vigente
2584,No,No,780,977,31,108,6,1,Vigente
2585,No,No,780,1142,31,96,5,3,Vigente
2586,No,No,1220,975,49,84,1,3,Vigente
2587,No,No,1060,992,42,96,2,1,Vigente
2588,No,No,1130,1153,45,76,7,3,Vigente
2589,No,Si,37990,1021,40,104,9,2,Vigente
2590,No,No,1300,986,52,120,4,1,Vigente
2591,No,Si,30950,1065,38,80,7,3,Vigente
2592,No,No,1410,1302,56,76,5,1,Fugado
2593,No,No,1000,1076,40,108,3,5,Vigente
2594,No,No,1200,942,48,120,9,0,Vigente
2595,Si,No,810,1531,32,84,8,1,Fugado
2596,No,No,800,1362,32,0,4,1,Fugado
2597,No,No,920,763,37,0,5,1,Vigente
2598,No,No,880,1166,35,120,2,2,Vigente
2599,No,No,800,915,32,88,8,1,Vigente
2600,No,No,900,1298,36,76,4,0,Fugado
2601,No,No,1200,1166,48,96,4,1,Vigente
2602,No,Si,31070,1049,43,96,5,1,Vigente
2603,Si,No,1310,869,52,80,2,2,Fugado
2604,No,Si,13930,1311,37,0,5,2,Vigente
2605,No,No,890,1016,36,136,4,3,Vigente
2606,No,Si,39260,1406,50,120,8,2,Vigente
2607,No,No,890,1342,36,136,3,1,Fugado
2608,No,No,1000,1025,40,84,3,3,Vigente
2609,No,Si,47240,1098,50,0,2,4,Vigente
2610,No,Si,24900,1230,36,92,6,1,Vigente
2611,No,Si,37980,805,39,0,4,1,Vigente
2612,No,No,1300,933,52,100,3,0,Vigente
2613,No,No,1020,1217,41,0,8,2,Vigente
2614,No,No,880,1047,35,0,9,1,Vigente
2615,Si,No,780,1408,31,88,2,0,Fugado
2616,No,No,1020,992,41,92,4,1,Vigente
2617,No,Si,34400,926,56,136,3,0,Vigente
2618,No,No,980,970,39,92,2,2,Vigente
2619,Si,Si,28370,1082,55,0,5,1,Vigente
2620,Si,Si,36090,964,44,80,2,3,Fugado
2621,No,No,1130,1148,45,92,7,1,Vigente
2622,No,Si,36380,1071,55,0,16,4,Vigente
2623,No,Si,17050,983,42,100,2,4,Vigente
2624,No,No,850,1155,34,92,7,2,Vigente
2625,No,No,1060,1151,42,100,2,0,Fugado
2626,No,No,1190,961,48,104,5,2,Vigente
2627,No,Si,27510,966,20,108,6,2,Vigente
2628,No,No,850,1133,34,108,1,1,Vigente
2629,No,No,1260,1076,50,0,3,4,Vigente
2630,No,Si,32920,1558,37,0,3,1,Fugado
2631,No,No,1480,1060,59,84,3,2,Vigente
2632,No,Si,22910,1010,36,104,2,2,Vigente
2633,No,Si,36080,957,43,100,3,1,Vigente
2634,No,No,1260,1102,50,92,3,0,Vigente
2635,No,No,1060,882,42,108,7,2,Vigente
2636,No,No,940,1047,38,84,4,1,Vigente
2637,No,No,920,977,37,0,6,2,Vigente
2638,No,No,820,1069,33,0,9,3,Vigente
2639,No,No,1160,997,46,96,9,2,Vigente
2640,No,Si,34110,1265,44,104,4,1,Vigente
2641,No,Si,24990,1377,40,92,3,3,Vigente
2642,Si,Si,40400,1054,56,80,5,1,Vigente
2643,Si,Si,21990,869,40,0,4,1,Vigente
2644,No,No,1140,739,46,92,7,3,Vigente
2645,No,No,850,1060,34,104,2,0,Vigente
2646,Si,No,1100,1164,44,84,2,2,Fugado
2647,No,No,1140,1131,46,96,6,5,Vigente
2648,No,No,1200,1470,48,116,4,0,Fugado
2649,No,Si,24450,1140,58,108,1,1,Vigente
2650,No,No,1140,1142,46,84,3,1,Vigente
2651,No,No,1000,876,40,0,4,2,Vigente
2652,No,No,1120,1214,45,80,5,3,Vigente
2653,No,No,1170,1021,47,84,9,0,Vigente
2654,No,Si,31030,790,41,104,5,1,Vigente
2655,No,No,850,1137,34,0,3,1,Vigente
2656,No,No,730,1063,29,84,5,1,Vigente
2657,No,No,1220,1223,49,76,1,2,Vigente
2658,No,No,730,1243,29,76,5,3,Vigente
2659,No,No,840,1179,34,116,7,0,Vigente
2660,No,No,1300,933,52,136,5,2,Vigente
2661,No,No,1360,1432,54,116,2,4,Fugado
2662,No,No,960,1197,38,80,3,0,Vigente
2663,Si,No,1080,926,43,96,6,2,Fugado
2664,No,No,1230,1135,49,108,7,2,Vigente
2665,Si,Si,27150,1041,46,104,3,1,Fugado
2666,Si,No,860,878,34,0,3,3,Vigente
2667,Si,No,1280,1245,51,84,2,1,Fugado
2668,No,Si,27840,1038,34,84,4,3,Vigente
2669,No,Si,21910,999,36,0,4,0,Vigente
2670,No,No,970,818,39,0,2,2,Vigente
2671,No,Si,13080,1054,43,76,6,2,Vigente
2672,No,No,920,909,37,80,5,2,Vigente
2673,Si,No,1230,1283,49,0,10,0,Fugado
2674,No,No,1050,1230,42,0,5,3,Fugado
2675,No,No,1170,847,47,108,6,0,Vigente
2676,No,No,1090,1047,44,0,9,0,Vigente
2677,No,No,960,1206,38,104,8,0,Vigente
2678,No,No,1390,1320,56,0,3,4,Fugado
2679,No,No,690,1263,28,124,6,2,Vigente
2680,No,No,820,1089,33,0,3,1,Vigente
2681,No,Si,28620,999,25,0,3,2,Vigente
2682,No,No,1260,946,50,112,9,0,Fugado
2683,Si,No,770,620,31,92,3,0,Vigente
2684,No,No,840,1122,34,112,4,1,Vigente
2685,No,No,980,1102,39,84,7,2,Vigente
2686,No,No,930,1034,37,120,3,3,Vigente
2687,No,Si,44950,1025,38,84,1,2,Vigente
2688,Si,Si,29810,1285,32,120,6,1,Fugado
2689,No,No,1170,1129,47,84,2,1,Vigente
2690,No,No,830,1014,33,128,8,0,Vigente
2691,No,No,970,1219,39,0,7,3,Vigente
2692,No,No,920,1047,37,84,4,2,Vigente
2693,Si,No,810,1245,32,84,4,1,Vigente
2694,No,No,950,1071,38,0,3,3,Vigente
2695,No,No,820,1296,33,84,3,0,Fugado
2696,No,No,1130,928,45,84,7,2,Vigente
2697,No,No,860,1511,34,104,5,3,Fugado
2698,No,Si,41820,1135,33,100,5,0,Vigente
2699,No,No,890,1155,36,104,4,1,Vigente
2700,No,No,910,788,36,100,5,0,Vigente
2701,No,No,1240,1298,50,0,5,3,Fugado
2702,Si,No,840,1109,34,0,3,3,Vigente
2703,No,Si,21080,944,43,0,5,1,Vigente
2704,No,No,1210,572,48,104,13,1,Vigente
2705,No,No,1330,845,53,96,3,2,Vigente
2706,No,No,890,1263,36,84,7,4,Vigente
2707,No,No,1280,1067,51,112,3,0,Vigente
2708,No,No,1050,526,42,76,2,2,Vigente
2709,No,No,1040,1395,42,76,3,1,Fugado
2710,No,Si,31580,568,23,100,3,0,Vigente
2711,No,No,690,1357,28,124,4,0,Fugado
2712,No,No,1340,1137,54,84,3,1,Vigente
2713,No,No,1010,1001,40,100,2,0,Vigente
2714,No,Si,25380,999,55,0,3,2,Vigente
2715,No,Si,31160,950,46,132,6,1,Vigente
2716,No,Si,28930,1379,37,0,8,1,Vigente
2717,No,Si,50940,1036,38,104,4,2,Vigente
2718,No,Si,39040,895,42,0,6,0,Vigente
2719,No,No,1250,1098,50,116,2,1,Vigente
2720,No,Si,20100,1058,44,84,6,1,Vigente
2721,No,No,1030,992,41,88,3,1,Vigente
2722,No,No,1270,1230,51,80,6,1,Vigente
2723,No,No,820,801,33,84,5,2,Vigente
2724,No,Si,24950,772,38,112,9,2,Vigente
2725,No,No,1240,1302,50,80,11,2,Fugado
2726,No,No,1110,915,44,104,3,0,Vigente
2727,No,No,940,997,38,84,1,2,Vigente
2728,Si,No,1250,1148,50,84,3,0,Vigente
2729,No,No,710,1014,28,0,3,2,Vigente
2730,No,No,930,889,37,76,4,2,Vigente
2731,No,Si,28370,1120,55,124,8,1,Vigente
2732,No,No,910,1296,36,120,6,0,Fugado
2733,Si,No,1060,1335,42,120,2,5,Fugado
2734,No,No,1140,1069,46,0,0,2,Vigente
2735,Si,Si,31070,970,43,80,3,1,Vigente
2736,Si,Si,27040,994,42,96,3,0,Fugado
2737,No,Si,28130,614,45,80,5,3,Vigente
2738,No,No,1430,1089,57,84,2,1,Vigente
2739,No,No,900,904,36,0,3,1,Vigente
2740,No,Si,10160,939,46,92,9,0,Vigente
2741,No,No,1220,1063,49,88,1,0,Vigente
2742,No,No,1420,1201,57,104,2,1,Vigente
2743,No,Si,31940,1201,38,92,1,2,Vigente
2744,No,No,1240,1203,50,0,7,2,Vigente
2745,No,No,1150,869,46,0,7,1,Vigente
2746,No,Si,40780,761,31,88,2,2,Fugado
2747,No,No,1080,1027,43,116,1,3,Vigente
2748,No,No,920,1397,37,0,1,0,Fugado
2749,No,No,840,909,34,0,10,2,Vigente
2750,No,No,1160,1175,46,120,6,1,Vigente
2751,No,No,970,838,39,76,6,1,Vigente
2752,No,No,940,1113,38,0,4,0,Vigente
2753,No,Si,40010,900,40,0,1,3,Vigente
2754,No,No,860,480,34,108,2,2,Vigente
2755,No,Si,23880,1082,35,96,7,1,Vigente
2756,No,No,790,1164,32,92,3,0,Vigente
2757,No,No,1060,737,42,108,1,2,Vigente
2758,No,No,590,1195,24,0,7,2,Vigente
2759,No,No,1360,1118,54,104,3,0,Vigente
2760,No,No,1290,757,52,108,9,1,Vigente
2761,Si,No,1030,1219,41,100,4,0,Fugado
2762,No,No,1160,1030,46,88,7,1,Vigente
2763,No,No,900,570,36,80,4,3,Vigente
2764,No,Si,20040,917,42,0,2,3,Vigente
2765,No,Si,23880,1368,35,128,3,2,Vigente
2766,No,No,990,834,40,92,3,1,Vigente
2767,Si,No,1260,999,50,76,6,1,Vigente
2768,No,Si,10000,836,40,0,4,3,Vigente
2769,No,Si,44850,810,34,104,2,1,Vigente
2770,No,No,810,893,32,76,2,1,Vigente
2771,No,Si,30650,821,26,0,3,2,Vigente
2772,No,Si,31680,1041,27,112,6,1,Vigente
2773,No,No,840,880,34,0,2,4,Fugado
2774,No,Si,35050,1234,42,0,5,2,Fugado
2775,Si,Si,32930,1190,37,92,3,0,Fugado
2776,No,Si,24810,1186,32,76,13,1,Vigente
2777,No,Si,31170,1071,47,0,7,0,Vigente
2778,No,No,890,1195,36,104,6,2,Vigente
2779,No,No,1190,983,48,88,3,1,Vigente
2780,No,No,1500,1104,60,0,4,0,Vigente
2781,No,No,950,1133,38,96,4,3,Vigente
2782,No,No,740,1155,30,76,3,2,Vigente
2783,No,No,1010,1082,40,100,3,3,Vigente
2784,No,Si,18140,1060,46,76,2,1,Vigente
2785,No,No,880,1294,35,92,3,3,Fugado
2786,No,No,1090,981,44,80,3,5,Fugado
2787,No,Si,29900,933,36,76,6,6,Fugado
2788,No,No,740,781,30,92,6,1,Vigente
2789,No,No,990,1272,40,0,2,0,Vigente
2790,No,Si,27890,931,36,0,4,2,Vigente
2791,No,Si,28100,697,44,76,3,0,Vigente
2792,No,No,1060,1208,42,0,3,0,Vigente
2793,No,No,1310,728,52,96,4,1,Vigente
2794,No,Si,28040,1419,42,124,7,2,Vigente
2795,Si,No,1120,1298,45,76,3,0,Fugado
2796,No,No,1420,774,57,80,2,1,Vigente
2797,No,No,1320,1085,53,136,2,0,Vigente
2798,No,No,820,909,33,84,4,2,Vigente
2799,No,No,680,664,27,88,8,1,Vigente
2800,No,No,870,1038,35,80,3,3,Vigente
2801,Si,No,1180,1221,47,76,2,0,Fugado
2802,No,No,990,1030,40,0,3,4,Vigente
2803,No,No,1140,880,46,124,2,2,Vigente
2804,No,No,1080,1159,43,92,8,3,Vigente
2805,No,No,1050,759,42,76,4,1,Vigente
2806,Si,Si,29260,1036,50,80,5,1,Vigente
2807,No,No,1000,1225,40,116,8,2,Vigente
2808,No,No,1040,1023,42,100,4,2,Vigente
2809,No,Si,25770,1001,31,100,5,1,Vigente
2810,No,No,1060,851,42,0,3,1,Vigente
2811,No,Si,42660,1177,26,96,4,0,Vigente
2812,No,No,1220,902,49,92,5,2,Vigente
2813,No,Si,33950,1012,38,92,6,2,Vigente
2814,No,No,800,847,32,104,4,3,Vigente
2815,No,No,770,876,31,92,6,1,Vigente
2816,No,Si,24140,1256,46,0,5,2,Vigente
2817,No,No,1130,1289,45,156,6,1,Fugado
2818,No,No,910,631,36,96,9,1,Vigente
2819,Si,No,1130,909,45,0,4,1,Vigente
2820,No,No,680,862,27,88,3,0,Fugado
2821,No,Si,28220,1019,49,112,2,4,Vigente
2822,No,No,1010,1181,40,0,5,0,Vigente
2823,Si,No,940,1027,38,80,3,0,Vigente
2824,No,No,800,1038,32,140,4,2,Vigente
2825,No,No,480,1511,19,112,5,0,Fugado
2826,No,No,780,873,31,120,9,2,Vigente
2827,No,No,1100,1054,44,88,11,2,Vigente
2828,No,No,710,911,28,88,4,5,Fugado
2829,Si,No,1060,779,42,0,6,4,Fugado
2830,No,Si,27080,1305,43,108,4,1,Vigente
2831,No,No,900,763,36,88,6,1,Vigente
2832,No,No,1440,1069,58,84,3,1,Vigente
2833,No,No,910,856,36,0,5,3,Vigente
2834,No,No,1300,1188,52,100,9,2,Vigente
2835,No,No,800,1014,32,100,7,1,Vigente
2836,No,Si,34150,1023,46,88,15,3,Vigente
2837,No,No,1190,801,48,88,5,2,Vigente
2838,No,No,700,1175,28,120,3,1,Vigente
2839,No,Si,35880,953,35,88,3,2,Vigente
2840,No,No,970,1404,39,120,2,2,Fugado
2841,No,Si,42100,900,44,92,7,0,Vigente
2842,No,No,980,746,39,120,8,0,Vigente
2843,No,Si,21100,1170,44,80,2,0,Vigente
2844,No,No,1010,684,40,84,6,1,Vigente
2845,No,No,1000,988,40,96,4,1,Vigente
2846,Si,No,980,1166,39,0,4,0,Vigente
2847,No,No,1230,1162,49,84,4,1,Vigente
2848,Si,Si,33010,1047,40,88,4,0,Vigente
2849,No,No,1020,1065,41,0,2,0,Vigente
2850,No,No,1220,1146,49,0,4,1,Vigente
2851,No,No,1280,909,51,84,5,2,Vigente
2852,No,No,1090,865,44,0,3,2,Vigente
2853,No,No,1260,840,50,0,4,1,Vigente
2854,No,Si,22120,975,45,76,3,2,Vigente
2855,No,No,1240,1195,50,92,4,1,Vigente
2856,No,No,960,1016,38,0,2,1,Vigente
2857,No,No,880,1027,35,84,4,0,Vigente
2858,No,No,770,1148,31,0,2,1,Vigente
2859,No,Si,29230,1426,49,0,3,1,Vigente
2860,No,No,1250,469,50,96,3,0,Vigente
2861,No,No,800,1100,32,100,6,2,Vigente
2862,No,Si,19900,1203,36,112,3,4,Vigente
2863,No,Si,25250,803,50,104,6,0,Vigente
2864,No,No,1020,1208,41,84,3,3,Vigente
2865,No,No,1020,1129,41,108,2,0,Vigente
2866,No,Si,32870,856,35,0,6,2,Fugado
2867,No,No,1280,794,51,96,4,2,Vigente
2868,No,No,830,1164,33,96,6,1,Vigente
2869,Si,No,1180,1131,47,96,3,0,Fugado
2870,No,Si,21140,1232,46,76,2,1,Vigente
2871,No,No,1000,792,40,76,9,2,Vigente
2872,No,No,890,1140,36,96,2,2,Vigente
2873,No,No,980,785,39,80,2,2,Vigente
2874,No,No,670,869,27,0,5,2,Vigente
2875,No,No,930,1452,37,104,10,0,Fugado
2876,No,Si,32770,1188,31,0,2,3,Vigente
2877,No,No,610,1225,24,88,6,3,Vigente
2878,No,No,920,981,37,0,3,2,Vigente
2879,No,Si,20230,1032,49,80,6,0,Vigente
2880,No,Si,26680,869,27,84,2,1,Vigente
2881,No,No,1080,1065,43,84,5,1,Vigente
2882,No,Si,20980,977,39,0,3,1,Vigente
2883,Si,No,1340,827,54,80,2,2,Fugado
2884,No,No,490,1199,20,84,11,1,Vigente
2885,No,No,440,1331,18,76,4,1,Fugado
2886,No,No,440,1019,18,0,2,1,Vigente
2887,No,No,880,1005,35,84,3,1,Vigente
2888,No,Si,51300,968,52,96,4,2,Vigente
2889,No,Si,37410,785,56,92,2,1,Vigente
2890,No,No,1010,1300,40,0,6,1,Fugado
2891,No,No,1040,1076,42,100,1,0,Vigente
2892,No,No,980,882,39,104,5,0,Vigente
2893,No,Si,34800,816,32,100,7,1,Vigente
2894,No,Si,28120,1076,45,0,6,0,Vigente
2895,No,No,980,1014,39,124,2,3,Vigente
2896,Si,No,990,827,40,0,4,0,Vigente
2897,No,No,1300,1159,52,76,4,1,Vigente
2898,No,Si,32940,741,38,140,3,0,Vigente
2899,No,No,900,730,36,0,5,2,Vigente
2900,No,Si,37150,1124,46,0,4,1,Vigente
2901,No,No,1080,838,43,0,5,1,Fugado
2902,No,Si,17880,781,35,80,7,4,Fugado
2903,No,Si,16060,1269,42,84,3,2,Vigente
2904,No,Si,32940,1124,38,0,4,5,Vigente
2905,Si,No,1030,944,41,0,9,2,Vigente
2906,No,No,1000,818,40,0,9,3,Vigente
2907,No,Si,20220,957,49,0,0,1,Vigente
2908,No,No,670,1195,27,108,1,0,Vigente
2909,No,No,1040,1377,42,0,2,2,Fugado
2910,No,No,1020,858,41,0,2,2,Vigente
2911,No,No,780,955,31,76,2,2,Vigente
2912,Si,No,870,1256,35,92,3,1,Vigente
2913,No,No,890,889,36,0,3,0,Vigente
2914,No,No,920,953,37,92,4,1,Vigente
2915,No,Si,35190,1049,48,108,4,4,Vigente
2916,No,No,1260,1177,50,124,2,4,Vigente
2917,No,No,870,763,35,88,6,2,Vigente
2918,No,No,890,1085,36,0,3,0,Vigente
2919,No,No,1120,1047,45,0,0,4,Vigente
2920,No,No,1170,1063,47,80,5,0,Vigente
2921,No,No,880,933,35,92,4,1,Vigente
2922,No,No,670,873,27,136,2,2,Vigente
2923,No,No,980,994,39,88,2,2,Vigente
2924,No,No,620,942,25,144,3,2,Vigente
2925,No,No,1050,1426,42,88,3,1,Fugado
2926,No,No,1340,1019,54,100,2,2,Fugado
2927,No,No,1160,1443,46,0,3,4,Fugado
2928,No,Si,24040,860,42,88,3,1,Vigente
2929,No,No,1060,1063,42,84,3,2,Vigente
2930,No,No,840,1109,34,128,4,3,Vigente
2931,No,No,1090,840,44,108,12,1,Vigente
2932,No,No,680,1181,27,92,6,2,Vigente
2933,No,No,1340,807,54,100,6,1,Vigente
2934,Si,No,710,1038,28,0,4,1,Vigente
2935,No,No,730,858,29,0,3,2,Fugado
2936,No,No,630,1131,25,84,2,0,Vigente
2937,No,No,860,1320,34,80,2,0,Fugado
2938,No,Si,40900,785,36,116,4,0,Vigente
2939,No,No,1290,772,52,0,5,1,Vigente
2940,No,No,1020,1142,41,112,5,0,Vigente
2941,No,No,1040,788,42,0,5,1,Vigente
2942,No,Si,31890,1287,36,96,1,4,Vigente
2943,Si,No,1180,1388,47,0,3,1,Fugado
2944,No,Si,19960,1074,38,0,2,0,Vigente
2945,No,No,750,728,30,84,5,0,Vigente
2946,No,No,1030,1091,41,120,2,0,Vigente
2947,No,Si,19730,970,29,0,4,1,Vigente
2948,No,No,1160,1375,46,76,13,1,Fugado
2949,Si,No,1140,1067,46,76,5,1,Vigente
2950,Si,No,1460,1118,58,0,5,2,Vigente
2951,No,No,1000,884,40,100,4,0,Fugado
2952,No,No,1130,891,45,108,7,2,Vigente
2953,No,No,870,1291,35,0,3,5,Fugado
2954,No,No,830,1089,33,84,4,7,Vigente
2955,No,No,1130,981,45,0,4,3,Vigente
2956,No,No,1110,827,44,88,5,1,Vigente
2957,No,No,940,783,38,0,18,1,Vigente
2958,No,Si,20910,1111,36,0,1,1,Vigente
2959,No,No,1150,924,46,0,2,6,Fugado
2960,No,No,650,1201,26,76,4,1,Vigente
2961,No,No,1060,900,42,84,3,5,Fugado
2962,No,Si,36810,906,32,0,2,6,Fugado
2963,No,No,880,1166,35,0,5,1,Vigente
2964,No,Si,31020,1049,41,100,7,0,Vigente
2965,No,No,440,1291,18,0,1,3,Fugado
2966,No,No,1340,854,54,0,3,1,Vigente
2967,No,No,810,1115,32,0,5,1,Vigente
2968,No,Si,21320,1008,53,88,6,0,Vigente
2969,No,No,1360,1327,54,120,2,1,Fugado
2970,No,No,540,823,22,0,2,2,Vigente
2971,No,Si,22940,913,38,0,12,1,Vigente
2972,Si,No,810,1098,32,0,2,0,Fugado
2973,No,Si,36340,999,54,84,4,2,Fugado
2974,No,No,960,682,38,88,5,0,Vigente
2975,No,No,720,1144,29,0,6,1,Vigente
2976,No,No,890,878,36,100,4,0,Vigente
2977,Si,No,1170,981,47,80,5,1,Vigente
2978,No,No,1000,1001,40,0,2,0,Vigente
2979,No,No,710,1188,28,112,5,1,Vigente
2980,No,No,1070,911,43,76,3,7,Fugado
2981,No,No,860,1291,34,120,3,3,Fugado
2982,No,No,670,803,27,84,6,1,Vigente
2983,No,No,1060,1036,42,76,5,2,Vigente
2984,No,No,1170,1140,47,0,4,1,Vigente
2985,No,No,1120,950,45,92,6,1,Vigente
2986,No,No,870,1197,35,92,5,3,Vigente
2987,No,Si,13050,983,42,88,3,2,Vigente
2988,Si,No,830,704,33,96,3,3,Fugado
2989,No,No,960,1252,38,104,5,3,Vigente
2990,Si,No,1140,807,46,96,3,2,Fugado
2991,No,Si,29090,909,44,0,6,1,Vigente
2992,Si,No,1160,840,46,0,5,1,Vigente
2993,No,Si,25040,792,42,100,3,1,Vigente
2994,No,No,730,1041,29,108,3,1,Vigente
2995,No,No,1300,1291,52,0,7,1,Fugado
2996,No,Si,31630,1036,25,112,2,2,Vigente
2997,No,Si,34630,524,25,112,3,1,Vigente
2998,No,Si,31140,1250,46,0,2,0,Vigente
2999,No,No,700,1228,28,104,3,0,Vigente
3000,No,No,690,1164,28,80,5,1,Vigente
3001,No,No,1090,1137,44,124,4,3,Vigente
3002,No,No,820,825,33,96,3,1,Vigente
3003,No,No,910,1333,36,76,8,3,Fugado
3004,No,No,1040,849,42,80,3,1,Vigente
3005,No,No,780,1027,31,136,3,1,Vigente
3006,No,No,1030,1078,41,88,2,2,Vigente
3007,No,No,1240,957,50,84,7,1,Vigente
3008,No,No,1450,1049,58,120,5,3,Vigente
3009,No,Si,31970,1179,39,112,2,0,Vigente
3010,No,Si,40070,1212,43,0,3,5,Vigente
3011,No,No,970,730,39,104,3,2,Vigente
3012,No,Si,37780,1049,31,92,3,1,Vigente
3013,No,No,1000,816,40,96,3,1,Vigente
3014,No,No,890,1069,36,0,6,2,Vigente
3015,No,No,1270,922,51,100,4,0,Vigente
3016,No,Si,25960,942,38,0,7,2,Vigente
3017,No,No,920,1080,37,124,9,1,Vigente
3018,No,No,900,1254,36,0,3,5,Vigente
3019,No,No,1020,902,41,104,2,2,Vigente
3020,No,No,1050,1307,42,116,3,3,Fugado
3021,No,Si,23800,1025,32,84,4,1,Vigente
3022,No,No,920,766,37,84,2,0,Vigente
3023,No,Si,33870,785,35,0,7,0,Vigente
3024,No,Si,36010,766,40,120,2,4,Fugado
3025,No,No,890,739,36,96,5,1,Vigente
3026,No,Si,23050,867,42,132,12,2,Vigente
3027,No,Si,33160,1144,46,92,4,6,Vigente
3028,No,Si,28960,1272,38,80,6,4,Vigente
3029,No,No,980,1045,39,108,6,1,Vigente
3030,No,Si,35140,986,46,80,4,0,Vigente
3031,No,No,1160,1045,46,120,5,3,Vigente
3032,Si,No,830,884,33,88,3,3,Vigente
3033,No,No,1030,638,41,0,7,1,Vigente
3034,No,No,1150,1021,46,116,3,1,Vigente
3035,No,Si,42930,1118,37,96,8,1,Vigente
3036,No,No,1120,783,45,100,3,4,Fugado
3037,No,No,1120,1111,45,80,5,3,Vigente
3038,No,No,1370,1049,55,0,4,0,Vigente
3039,No,Si,28940,748,38,0,3,2,Vigente
3040,No,No,1450,889,58,88,2,1,Vigente
3041,No,No,1030,997,41,88,4,0,Vigente
3042,No,No,830,761,33,0,4,0,Vigente
3043,No,No,1340,1063,54,0,2,0,Vigente
3044,No,No,1010,992,40,76,2,1,Vigente
3045,No,No,810,981,32,0,2,1,Vigente
3046,No,No,740,1322,30,88,3,2,Fugado
3047,No,No,920,590,37,124,4,1,Vigente
3048,No,No,810,922,32,108,5,2,Vigente
3049,No,No,1190,997,48,120,6,0,Vigente
3050,No,No,830,924,33,132,3,3,Vigente
3051,No,No,920,979,37,116,4,4,Fugado
3052,No,No,1110,1071,44,132,2,1,Vigente
3053,No,No,1030,922,41,108,2,2,Vigente
3054,No,No,1120,1102,45,0,10,0,Vigente
3055,No,No,1260,1049,50,76,7,0,Vigente
3056,No,No,800,1001,32,84,2,2,Vigente
3057,No,No,1230,1219,49,92,2,2,Vigente
3058,No,No,1080,860,43,0,3,1,Vigente
3059,No,No,830,1045,33,0,8,3,Vigente
3060,No,Si,36030,810,41,100,2,2,Vigente
3061,No,No,980,1219,39,0,5,3,Vigente
3062,No,No,930,1206,37,104,6,2,Vigente
3063,No,Si,31980,1102,39,112,4,0,Vigente
3064,No,Si,26370,898,55,104,2,1,Vigente
3065,No,No,1290,1355,52,76,2,4,Fugado
3066,No,Si,29830,1140,33,0,6,3,Vigente
3067,No,No,930,1089,37,0,5,3,Vigente
3068,No,No,980,766,39,84,4,0,Vigente
3069,No,Si,21850,942,34,80,1,2,Vigente
3070,No,Si,26910,917,36,84,3,1,Vigente
3071,No,No,1220,966,49,104,2,3,Fugado
3072,No,Si,35140,891,46,0,12,1,Vigente
3073,No,No,1060,1397,42,0,5,0,Fugado
3074,No,Si,39060,1032,42,0,5,2,Vigente
3075,No,No,880,636,35,0,3,1,Vigente
3076,No,Si,40610,970,24,0,3,2,Vigente
3077,No,No,880,909,35,84,3,2,Vigente
3078,No,Si,29860,1377,34,120,2,0,Vigente
3079,No,No,950,634,38,112,3,1,Vigente
3080,No,No,990,825,40,0,2,5,Fugado
3081,No,No,1020,922,41,148,4,0,Vigente
3082,No,No,850,1054,34,0,3,6,Vigente
3083,No,No,630,1043,25,104,4,3,Vigente
3084,No,No,1080,1208,43,108,5,0,Vigente
3085,No,No,1130,1043,45,104,2,2,Vigente
3086,Si,No,550,887,22,0,7,3,Vigente
3087,Si,No,910,1089,36,80,8,3,Vigente
3088,No,No,880,1144,35,0,9,0,Vigente
3089,No,Si,30270,1091,51,76,3,1,Vigente
3090,No,Si,30720,816,29,80,4,3,Vigente
3091,No,No,1190,774,48,104,4,1,Vigente
3092,No,No,980,860,39,92,3,1,Vigente
3093,No,No,930,708,37,84,2,0,Vigente
3094,No,No,950,1298,38,0,3,2,Fugado
3095,No,No,610,823,24,88,2,1,Vigente
3096,No,Si,27930,1146,37,92,4,1,Vigente
3097,No,Si,37060,1307,42,84,5,3,Vigente
3098,No,No,1140,986,46,84,11,2,Vigente
3099,No,No,1210,997,48,104,4,0,Vigente
3100,No,No,940,964,38,84,10,0,Vigente
3101,No,No,1310,1065,52,88,2,0,Vigente
3102,No,Si,33010,876,40,0,5,1,Vigente
3103,No,Si,33230,920,49,108,9,3,Vigente
3104,No,No,1110,1217,44,112,1,2,Vigente
3105,No,Si,13610,1082,24,88,2,0,Vigente
3106,No,No,1010,1239,40,80,1,0,Vigente
3107,No,Si,27000,858,40,100,5,1,Vigente
3108,No,No,920,1082,37,76,4,1,Vigente
3109,No,Si,30710,788,28,92,8,2,Vigente
3110,Si,No,1210,935,48,80,13,0,Vigente
3111,No,Si,29160,1102,46,92,7,1,Vigente
3112,No,Si,32990,1085,40,96,5,1,Vigente
3113,No,No,890,856,36,80,3,7,Fugado
3114,No,No,990,1428,40,120,9,2,Fugado
3115,No,No,1100,873,44,104,1,0,Vigente
3116,No,No,1250,1157,50,84,1,4,Vigente
3117,No,No,830,1098,33,76,1,1,Vigente
3118,No,No,1430,979,57,112,7,2,Vigente
3119,No,Si,34000,1030,40,0,5,1,Vigente
